"","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"15-Aug",0,18.800931930542,0,0,3.88304829597473,0,9.37112712860107,0,0,7.06340217590332,-999,4.45194530487061,0,0,8.14870166778564,8.46409034729004,0,1.65501356124878,10.6545848846436,5.32500410079956,0,0.760666728019714,1.20515334606171,0,0,8.71890258789062,0,2.98149466514587,20.6371383666992,0,0,13.7868003845215,0,0,23.0179901123047,5.15261268615723,0,
"16-Aug",0,18.1042785644531,0,24.6688613891602,0,9.26388072967529,1.49502754211426,8.49290752410889,6.14655542373657,14.6707048416138,5.35842370986938,-999,0,7.0764012336731,6.95084619522095,1.21694576740265,2.91931247711182,7.67335653305054,0,9.40087032318115,0,0,12.3581380844116,0,0,5.19077110290527,3.00435590744019,0,9.80787563323975,5.23814105987549,22.6312847137451,1.1027364730835,0,21.8149929046631,28.6228580474854,0,0,
"17-Aug",14.6109390258789,0,0,12.5028629302979,0,0,7.22729015350342,16.6724987030029,0,11.0120325088501,6.16292476654053,0,0,9.48821353912354,0,0,4.66482734680176,0,38.6180038452148,0,0,4.10835218429565,0,0,13.7469387054443,0,0,24.8562202453613,0,8.51119136810303,5.97041082382202,0,8.72280311584473,8.77136707305908,16.2259140014648,0,0,
"18-Aug",0,0,10.2124643325806,11.5912437438965,4.75895595550537,6.48520040512085,0,0,0,5.03787183761597,0,1.46947169303894,11.0938215255737,5.67171812057495,7.55926942825317,2.80708193778992,2.57936310768127,0,3.46344566345215,2.99139142036438,2.83401966094971,2.31438446044922,5.32101678848267,0,0,8.04631328582764,6.61639738082886,0,8.44697380065918,0,14.0758714675903,0,0,0,0,9.47547245025635,0,
"19-Aug",6.22003984451294,13.3005266189575,0,10.6360845565796,0,10.0164575576782,3.07943439483643,0,2.37269949913025,0,-999,19.73952293396,18.2775745391846,0,47.1116371154785,8.68531131744385,16.9642601013184,4.62393474578857,0,4.49731492996216,14.2089815139771,0,11.1230812072754,0,0,11.0737581253052,9.95756149291992,12.4371376037598,2.73647665977478,0,0,13.8262577056885,0,23.496883392334,8.24719429016113,0,0,
"20-Aug",0,0,-999,0,0,0,3.18035054206848,0,0,4.62322330474854,0,20.1084041595459,0,0,0,8.18454933166504,0,10.4902019500732,0,0,0,0,0,40.6860580444336,5.63820695877075,0,11.4089365005493,6.06014966964722,8.01081085205078,0,0,0,2.38951277732849,0,14.2779903411865,0,0,
"21-Aug",0,0,2.9311420917511,0,0,10.2639513015747,0,0,0,21.3063201904297,5.42796421051025,0,0,0,0,4.80202150344849,4.85224342346191,0,7.12641382217407,7.4449782371521,19.9632339477539,4.68749284744263,3.07766628265381,0,16.8067817687988,9.76677227020264,0,4.72355556488037,0,7.36007022857666,18.2620105743408,0,16.5432014465332,0,0,0,20.5537910461426,
"22-Aug",0,11.315502166748,0,15.1995000839233,7.62940835952759,7.33794927597046,0,0,4.36782598495483,0,0,4.49953556060791,6.11618137359619,9.2099494934082,0,37.9625625610352,12.3151683807373,0,8.83100414276123,31.7203884124756,0,0,2.82690382003784,3.02104783058167,0,0,0,5.70089197158813,0,0,5.70850419998169,6.0873441696167,5.36586809158325,0,0,8.0148811340332,12.8312835693359,
"23-Aug",5.48842763900757,0,0,0,12.6444139480591,6.18647909164429,0,0,0,5.87846899032593,0,0,11.8745861053467,17.0449981689453,0,0,8.7662935256958,6.83826732635498,0,0,0,8.64876747131348,2.28560256958008,0,13.881142616272,0,0,0,3.49817824363708,0,3.68681621551514,1.67784130573273,0,18.1730670928955,0,0,0,
"24-Aug",0,8.2227840423584,26.5329723358154,0,0,13.6909790039062,0,13.2867784500122,0,8.27490901947021,0,0,0,12.1730661392212,0,0,0,0,0,0,5.55926942825317,7.53642845153809,0,2.10913252830505,6.28524923324585,0,9.56675052642822,0,0,0,3.96116876602173,2.82443237304688,8.73950386047363,12.4614477157593,5.57472372055054,7.9809422492981,0,
"25-Aug",0,0,0,10.4322862625122,11.1975069046021,5.88245010375977,0,5.82922744750977,5.60689973831177,0,0,0,0,24.2788047790527,3.29748058319092,5.54836177825928,0,0,5.40950870513916,5.56657266616821,0,0,21.1712417602539,8.1384916305542,8.02868843078613,2.11490845680237,3.87051320075989,9.37023639678955,0,0,11.530421257019,0,10.1977672576904,0,0,0,22.8538074493408,
"26-Aug",4.65225076675415,22.3889904022217,0,0,17.7480182647705,0,0,0,0,2.90035390853882,0,0,12.1226139068604,0,24.0175323486328,0,24.8450031280518,3.94943380355835,0.709792673587799,0,8.06314659118652,0,0,0,35.8878707885742,0,10.6616230010986,0,0,0,0,0,0,10.9092512130737,0,0,16.6428508758545,
"27-Aug",0,0,11.5644340515137,0,0,7.95504188537598,2.27460026741028,3.02546310424805,7.32778930664062,0,0,1.82544136047363,0,10.6146974563599,0,0,3.95747685432434,0,0,3.50711822509766,1.50038492679596,0,2.27518796920776,1.74834001064301,1.60211753845215,7.43033504486084,10.2009592056274,0,0,0,7.05993890762329,6.45642280578613,0,0,0,6.33462858200073,0,
"28-Aug",0,0,0,0,0,4.52657127380371,7.42984867095947,4.52013206481934,12.5868015289307,5.39939498901367,2.7301971912384,19.7952003479004,25.7654876708984,0,0,3.11377644538879,9.1451587677002,0,6.67321634292603,4.93089008331299,0,0,0,4.68646240234375,4.37089586257935,2.76021337509155,7.16198921203613,4.91022062301636,0,0,11.0723543167114,16.5336627960205,15.5249519348145,0,21.8452091217041,17.9410648345947,0,
"29-Aug",0,14.8786973953247,0.521611630916595,4.91915941238403,0,0,17.8616561889648,2.01566100120544,0,0,0,4.75505065917969,6.46087980270386,0,0,6.90574550628662,26.6667995452881,0,7.29193067550659,1.56907212734222,0,0,4.47901678085327,8.57212066650391,0,0,3.96327686309814,0,17.4917850494385,2.14941048622131,0,0.518029093742371,6.22253322601318,16.2829265594482,16.0565738677979,0,17.203052520752,
"30-Aug",7.07855272293091,0,21.7501792907715,20.668041229248,0,17.1416778564453,0,0,0,5.56833553314209,3.99988555908203,7.76748132705688,0,8.80702877044678,0,15.0158252716064,0,0,0,0,6.7206130027771,10.0109481811523,10.0393705368042,0,5.20756959915161,0,2.28726720809937,8.78247165679932,0,32.9196510314941,4.20948314666748,13.3460311889648,13.0366973876953,0,9.18819808959961,0,3.20813274383545,
"31-Aug",0,35.3754196166992,0,0,4.24709701538086,5.94446468353271,6.68909788131714,0,-999,26.5053901672363,0,3.05889844894409,0,0,6.61717081069946,0,0,0,0,10.8232126235962,7.93143939971924,0,4.16875457763672,0,3.09504246711731,13.6051292419434,0,2.04997181892395,0,6.38223886489868,0,5.90842914581299,2.7885754108429,0,0,0,32.9234657287598,
"1-Sep",6.9084906578064,5.49071264266968,8.12171840667725,0,0,0,0,1.21103048324585,0,0,13.5377912521362,0,4.3351526260376,15.5152435302734,0,18.1944217681885,0,0,6.49217224121094,0,0,0,0,2.91640853881836,5.55966806411743,0,6.35581874847412,0,6.30869054794312,0,7.45198202133179,0,5.26037836074829,0,8.78149318695068,0,0,
"2-Sep",57.349723815918,0,10.8759117126465,0,21.5530033111572,2.85619616508484,20.0688190460205,0,4.55724763870239,0,7.15582418441772,6.53658103942871,27.3115005493164,2.74707102775574,8.14920520782471,6.82299184799194,0,11.0755424499512,5.92852783203125,6.14661026000977,4.55127763748169,8.04128265380859,42.7203407287598,17.0157623291016,0,5.6886420249939,4.74169778823853,0,23.2306995391846,5.33085155487061,7.91765642166138,16.4792003631592,0,0,6.48729228973389,0,0,
"3-Sep",0,0,8.16564559936523,-999,0,5.78980684280396,8.56673717498779,0,8.52865886688232,4.73797559738159,0,10.4389457702637,13.5700826644897,0,11.1581878662109,6.3635687828064,0,0,0,4.28955078125,1.94520878791809,9.74828720092773,10.8507690429688,6.58625745773315,4.32560777664185,0.710100591182709,0,1.89381015300751,0,0,0,0,7.65802717208862,6.62893867492676,0,14.0067853927612,0,
"4-Sep",0,0,0,-999,4.35169124603271,0,19.0612373352051,0,0,0,25.0984802246094,0,0,25.0929775238037,4.4840669631958,0,0,14.9944257736206,2.09804487228394,6.93920612335205,10.1638288497925,0,6.2477707862854,0,0,0,0,0,0,0,3.70277786254883,0,5.28692770004272,7.76391315460205,11.1544580459595,16.6585216522217,11.1291742324829,
"5-Sep",22.6096134185791,17.3721656799316,0,0,23.4289894104004,3.87343430519104,0,23.7962436676025,2.71616578102112,0,2.96828842163086,15.6699771881104,0,9.6390209197998,0,7.28054571151733,9.95736312866211,0,2.30908417701721,23.5724868774414,0,0,0,9.29481029510498,1.08803367614746,6.66495609283447,0,13.4346027374268,14.9379758834839,12.9799661636353,7.98662567138672,11.2258977890015,0,0,9.24788284301758,5.14982986450195,0,
"6-Sep",0,-999,5.794677734375,0,0,0,0,0,0,0,0,4.21635293960571,15.3541612625122,0,0,0,0,4.34908723831177,0,5.70792055130005,0,3.83555960655212,0,0,0,8.88437652587891,8.97983360290527,3.53498721122742,1.2760466337204,0,0,0,0,26.8069267272949,0,7.0482964515686,0,
"7-Sep",11.7896156311035,-999,20.0645904541016,5.13028287887573,0,0,-999,0,0,4.26520252227783,-999,0,0,0,1.90551567077637,0,0,4.28304576873779,0,2.46489024162292,6.48220014572144,7.89948892593384,0,0,0,4.46990394592285,0,0,0,0,3.75697469711304,5.02919912338257,0,0,11.8620595932007,10.3896770477295,0,
"8-Sep",0,0,0,0,2.27809906005859,0,6.54716777801514,5.53729200363159,0,8.46324443817139,8.98079395294189,0,12.6433687210083,8.88018321990967,0,5.01852798461914,0,0,9.43367481231689,0,7.19341993331909,0,11.1002397537231,0,18.2944469451904,9.73518753051758,0,3.28134894371033,0,0,6.18594264984131,0,8.41095352172852,0,0,0,0,
"9-Sep",0,5.48867225646973,10.2294721603394,16.0363578796387,7.37214851379395,4.34287261962891,0,15.9649257659912,0,0,0,6.8046498298645,6.98767137527466,0,0,6.00887107849121,0,3.13471055030823,0,8.74612522125244,0,0,0,0,0,0,0,0,8.9740743637085,4.57117986679077,0,7.41547775268555,0,0,10.1388273239136,0,42.2640266418457,
"10-Sep",0,6.98930263519287,0,0,0,23.7316436767578,0,0,0,7.53992795944214,9.20976448059082,3.31414222717285,0,0,5.20937442779541,1.17028081417084,0,3.4316930770874,0,0,0,3.37596321105957,0,16.8074569702148,0,3.06278896331787,0,12.7280902862549,20.8225631713867,9.20332717895508,0,0,0,12.6565847396851,5.55239868164062,4.15779399871826,0,
"11-Sep",4.13440752029419,13.1016530990601,0,0,0,23.757625579834,4.94565343856812,4.80705595016479,0,0,0,0,0,19.1497554779053,0,0,-999,0,3.5758593082428,0,0,13.3613986968994,0,0,9.96641254425049,17.0262451171875,0.967610061168671,0,0,0,1.96692228317261,0,1.38933515548706,0,0,2.99955224990845,6.83451747894287,
"12-Sep",0,0,0,14.2340955734253,0,-999,0,0,0,0,7.77346324920654,5.66025924682617,-999,0,2.03584837913513,5.59175634384155,3.76609563827515,0,0,16.3080253601074,0,0,9.07363414764404,7.46349143981934,0,0,2.07361602783203,0,0,2.84801244735718,4.02019691467285,11.1185693740845,8.06477832794189,15.0304698944092,0,4.26269960403442,5.07906818389893,
"13-Sep",0,0,11.2517147064209,0,14.8288097381592,11.8310098648071,0,0,0,0,5.31188344955444,0,12.2674932479858,0,5.87700796127319,9.35593223571777,0,9.39695739746094,0,0,11.5549449920654,0,0,4.05114030838013,0,2.66807651519775,13.9355745315552,0,7.41601705551147,5.77470731735229,0,0,17.6893081665039,10.5192842483521,21.5559101104736,2.76223015785217,0,
"14-Sep",-999,0,-999,0,0,-999,0,0,4.01093053817749,0,11.8998222351074,2.22936391830444,21.5377960205078,8.98241233825684,0,0,4.95285367965698,0,11.8593988418579,0,5.15147304534912,4.10247087478638,9.85213756561279,0,0,1.81259214878082,0,6.93528985977173,10.7980880737305,14.7402257919312,0,0,10.931921005249,0,0,7.10565233230591,0,
"15-Sep",0,4.10580110549927,0,14.782247543335,0,5.74776268005371,2.56594967842102,3.86595487594604,0,0,0,5.48720169067383,0,8.79730415344238,0,0,0,0,0,4.15874433517456,3.67147064208984,0,0,0,0,0,0,0,0,5.71176338195801,9.38578701019287,7.29897737503052,0,0,0,5.39255428314209,18.0885753631592,
"16-Sep",0,13.2523441314697,0,14.942943572998,0,3.43994212150574,0,0,0,-999,0,7.99314880371094,11.9185562133789,0,0,12.6430654525757,0,0,8.26400375366211,0,0,0,0,4.94837856292725,0,9.91000175476074,1.3573796749115,0,8.16210556030273,0,3.06083607673645,0,0,36.4069976806641,20.4065036773682,5.926842212677,15.0625286102295,
"17-Sep",0,0,11.0691232681274,0,34.8428840637207,0,0,0,1.50451564788818,0,0,46.2282638549805,0,26.7855377197266,8.64235782623291,2.9908139705658,4.28102159500122,6.02812385559082,0,5.31763315200806,6.26984310150146,0,15.2871503829956,3.77297568321228,0,8.25954055786133,4.49801778793335,3.94477248191833,4.45612621307373,0,5.14311647415161,5.96920394897461,26.5071697235107,0,33.6569404602051,2.5372486114502,11.471981048584,
"18-Sep",0,6.80517387390137,0,0,13.2822952270508,0,-999,0,0,5.54891061782837,7.07458877563477,0,0,17.6576137542725,0,0,27.1642665863037,2.56817841529846,20.5714282989502,9.07698917388916,3.43553066253662,0,0,8.22634506225586,5.7824010848999,0,5.34221220016479,0,0,2.12464237213135,0,0,0,0,0,5.88090419769287,0,
"19-Sep",18.0053424835205,8.17910671234131,12.8026542663574,39.587215423584,12.7849988937378,11.0412855148315,3.15867257118225,4.20232105255127,2.16143083572388,3.95347118377686,0,0,33.6236763000488,0,6.95769739151001,1.18864583969116,0,0,10.2857141494751,17.8786659240723,0,0,0,0,16.7047748565674,0,0,0,0,5.3210334777832,8.65618133544922,3.64670419692993,0,0,13.5672168731689,0,0,
"20-Sep",4.18732833862305,0,24.4820461273193,0,0,19.3355464935303,5.01933479309082,2.79034638404846,0,0,4.03530359268188,0,0,0,14.6062097549438,1.31166660785675,0,0,30.8571434020996,5.40670680999756,7.00962114334106,0,0,1.82504773139954,0,3.41728854179382,0,4.29728841781616,0,18.0536518096924,0,0,0,7.04794597625732,14.3956785202026,8.51485824584961,15.8195657730103,
"21-Sep",0,4.72718143463135,0,0,0,0,0,5.41311407089233,10.7916793823242,3.05839514732361,9.49741268157959,0,0,11.0445938110352,9.33020973205566,-999,3.85871887207031,0,0,0,0,4.14951086044312,0,7.48733377456665,0,0,0,22.0918102264404,0,4.94411706924438,0,0,19.1660423278809,0,21.6393756866455,6.44585847854614,16.2854042053223,
"22-Sep",6.84048843383789,34.5968933105469,14.9135732650757,17.4706134796143,3.4339337348938,1.65466177463531,2.79587006568909,11.0394563674927,0,9.50565719604492,0,0,6.40835571289062,0,0,0,1.7360360622406,0,4.61807203292847,1.29338490962982,10.7062454223633,15.9746494293213,0,7.87483358383179,4.78909015655518,8.93021965026855,7.75221490859985,0,1.87246692180634,5.40190696716309,2.2506902217865,0,0,0,0,0,5.50704050064087,
"23-Sep",0,14.9564332962036,0,0,-999,3.43101239204407,0,0,7.93616771697998,-999,5.18829011917114,0,9.76739692687988,10.885835647583,2.72209811210632,0,10.6719417572021,8.50702857971191,1.75141406059265,6.26230049133301,0.781375229358673,0,2.28676700592041,53.4299926757812,0,0,0,1.22633993625641,5.45345306396484,0,8.46525382995605,20.4664497375488,0,23.6424922943115,0,0,1.72154426574707,
"24-Sep",2.74748468399048,-999,11.5925369262695,16.2171688079834,12.2545404434204,0,0.362769573926926,0,5.6780858039856,3.24214935302734,7.64945983886719,5.98371124267578,8.95636081695557,0,0,9.90656566619873,2.13662457466125,0,3.73840594291687,2.58071660995483,0,6.8067455291748,5.05517339706421,0,0,29,8.68765068054199,0,0,0,0,0,0,0,22.7055625915527,14.707314491272,14.6152715682983,
"25-Sep",4.45846462249756,3.22737312316895,15.2888040542603,10.6052474975586,0,0,4.53966379165649,0,0,0,5.80653953552246,0,18.519832611084,0,10.387149810791,0,0,13.0137825012207,5.34043836593628,3.92350459098816,0,3.5837709903717,15.5792579650879,0,0,0,1.6920360326767,19.075288772583,0,5.65413475036621,0,0,25.5539627075195,0,0,4.06561374664307,0,
"26-Sep",0,8.06833839416504,14.2049407958984,11.2313547134399,13.9555377960205,6.2003960609436,4.51896047592163,0,0,0,0,9.52247142791748,0,11.8922348022461,0,14.241717338562,3.99945497512817,8.64107513427734,0,14.3690242767334,5.40394592285156,23.3390865325928,6.27983713150024,0,0,7.79468154907227,3.58585500717163,0,0,0,6.80966329574585,18.605993270874,0,17.3968849182129,0,0,28.7116432189941,
"27-Sep",0,-999,10.1260585784912,17.0765933990479,10.1332426071167,4.58904027938843,2.91968011856079,0,4.04003095626831,0,0,5.49091577529907,0,0,0,19.0783576965332,0.931624114513397,0,4.16999769210815,3.80531167984009,6.5347785949707,14.1666746139526,0,6.5574107170105,0,3.51346707344055,4.34567308425903,0,0,10.9966611862183,4.65961170196533,0,0,0,0,3.94175553321838,0,
"28-Sep",0,7.36078596115112,26.664665222168,7.38418197631836,30.5021629333496,4.00306415557861,0,0,0,0,0,-999,15.5684804916382,0,0,4.84799528121948,3.94547748565674,0,10.2857141494751,0,6.32239294052124,0,11.882098197937,7.00734663009644,0,0,5.90008020401001,0,0,0,0,0,5.66813802719116,0,7.84078073501587,0,0,
"29-Sep",9.22372627258301,0,0,0,0,4.5138955116272,0,7.04721784591675,0,0,8.48528385162354,5.44392681121826,5.84259748458862,9.5899019241333,5.24878120422363,11.8195657730103,2.73525404930115,0,26.6666679382324,0,2.68762421607971,3.83917307853699,0,0,5.56899118423462,4.98511838912964,0,0,3.98018312454224,3.23987507820129,0,0,0,14.320276260376,0,0,12.3547801971436,
"30-Sep",22.7847461700439,0,0,3.66993236541748,7.93063449859619,0,0,0,0,0,26.4641017913818,7.16182994842529,30.9426345825195,0,1.01191020011902,0,4.82621049880981,0,0,0,2.55597162246704,1.64141273498535,0,0,2.46738243103027,3.93763303756714,6.03242874145508,8.50492095947266,0,8.23536014556885,0,40.0616035461426,14.9573812484741,8.89840984344482,5.70901250839233,0,35.7971229553223,
"1-Oct",12.6922149658203,0,16.8749008178711,7.02841186523438,15.6215019226074,0,6.01579570770264,9.00069236755371,0,0,0,0,0,0,2.10341143608093,4.78746175765991,0,1.92280507087708,0,0,3.36232542991638,4.03329467773438,2.5672013759613,10.1627626419067,4.1750750541687,4.32085990905762,0,7.69649362564087,0,0,0,0,19.6021766662598,0,0,0,0,
"2-Oct",8.52893543243408,12.2785739898682,22.2021083831787,0,0,0,3.90506434440613,9.22198581695557,0,1.792604804039,0,5.43345260620117,0,16.1242733001709,5.9098744392395,2.67294406890869,0,1.82743239402771,8.5674467086792,3.25882601737976,0,14.0521059036255,17.3889751434326,0,2.71465134620667,7.35657501220703,0,6.50008344650269,4.47208309173584,4.96175146102905,0,20.7909202575684,0,10.6418008804321,0,0,0,
"3-Oct",0,0,9.93279647827148,0,0,0,0,3.02896690368652,0,59.9822235107422,3.11583924293518,0,0,18.1323013305664,12.4011478424072,0,7.38087272644043,0,8.49556636810303,0,0,0,0,0,0,0,6.45246887207031,0,0,0,12.0160617828369,0,0,11.7201290130615,14.259388923645,0,7.12525749206543,
"4-Oct",38.0733604431152,0,0,-999,3.77816843986511,0,0,0,0,0,0,0,34.9236030578613,0,5.56754112243652,0,0,7.32257890701294,0,14.4456167221069,7.60574388504028,6.82765007019043,0,6.43271684646606,0,3.42888283729553,0,0,0,18.1141529083252,0,0,0,0,0,0,4.98730802536011,
"5-Oct",8.99285984039307,9.64467716217041,0,0,0,0,0,3.82506895065308,0,4.89686346054077,3.28174209594727,0,25.8862342834473,1.05773389339447,0,-999,6.50036287307739,14.9174823760986,0,0,0,6.07966709136963,0,0,5.47471904754639,13.4983892440796,0,0,4.13114833831787,0,0,6.74884986877441,6.50665044784546,19.2882709503174,0,6.28369426727295,9.10683631896973,
"6-Oct",3.50268626213074,8.59202575683594,0,0,5.78671026229858,8.00358390808105,0,0,0,0,0,0,6.14438676834106,10.4218978881836,0,0,32.8292922973633,0,0,1.06139075756073,0,0,0,0,0,5.55046272277832,0,12.1492967605591,7.01731777191162,7.09342336654663,7.77733850479126,0,1.44897246360779,25.0787162780762,13.5439929962158,0,14.4166946411133,
"7-Oct",0,9.30239391326904,23.0546932220459,0,0,0,3.79450678825378,0,0,6.07339191436768,6.60469341278076,0,7.93239068984985,0,3.47555804252625,0,0,0,5.19911193847656,10.9243001937866,5.75731420516968,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73921298980713,0,0,
"8-Oct",0,0,0,0,0,7.22361278533936,0,4.90289163589478,0,9.80150890350342,0,0,6.57189226150513,5.0234203338623,0,0,0,5.47195816040039,0,0,6.12535905838013,0,6.75725412368774,0,0,0,0,4.3648419380188,0,4.09730291366577,0,6.98988437652588,0,0,0,0,7.33133125305176,
"9-Oct",0,0,0,-999,0,7.2719578742981,0,3.97082281112671,0,1.8937304019928,0,0,0,6.9559268951416,0,3.46093916893005,23.1833057403564,0,0,0,2.81966590881348,0,0,0,0,0,0,11.4623775482178,7.44251489639282,0,11.826756477356,8.08983039855957,10.3401365280151,0,12.4364376068115,17.4291515350342,14.2422847747803,
"10-Oct",0,0,0,0,0,6.47135734558105,-999,3.77906465530396,0,4.11755800247192,0,3.3443431854248,0,13.7527256011963,0,0,8.47720432281494,4.43837594985962,4.69359827041626,0,0,0,0,0,0,4.0122594833374,0,6.15701532363892,4.37071800231934,0,0,0,0,0,0,9.37113285064697,0,
"11-Oct",10.3264198303223,0,11.000114440918,0,0,-999,0,3.43125605583191,0,0,0,7.84268140792847,0,26.6386241912842,0,3.50461888313293,4.16516399383545,0,4.82291746139526,0,7.16188907623291,0,1.91263794898987,7.68539619445801,0,6.96732234954834,0,0,0,0,5.10990142822266,1.33382761478424,24.7866630554199,0,0,0,8.5997838973999,
"12-Oct",0,0,0,0,0,4.33116912841797,0,0,3.244380235672,0,0,0,-999,6.98932600021362,-999,26.4117431640625,2.7766592502594,0,0,0,0,0,1.69421517848969,5.73638725280762,0,0,0,0,0,0,6.26223516464233,4.35431432723999,0,0,6.91537046432495,0,18.2803001403809,
"13-Oct",0,0,0,0,0,1.80821263790131,0,0,5.34828901290894,0,0,0,0,5.30951499938965,0,0,2.32905435562134,0,0,4.9949631690979,0,0,4.80822610855103,0,0,9.59863758087158,0,0,0,0,0,17.8565196990967,0,0,0,0,0,
"14-Oct",0,0,0,0,0,6.8972601890564,14.433970451355,0,0,0,0,6.06911706924438,0,0,0,6.39985752105713,4.10304880142212,0,0,21.497615814209,0,0,8.769287109375,5.7094612121582,0,0,0,0,0,0,3.99037504196167,5.64784812927246,9.95083713531494,0,0,0,0,
"15-Oct",0,0,0,8.16538715362549,0,0,0,0,0,2.73675084114075,0,1.67756080627441,0,0,0,3.96612024307251,0,0,0,0,0,0,0,0,0,0,0,3.33157896995544,7.67112922668457,1.55162346363068,0,7.73093128204346,16.4584007263184,0,0,0,0,
"16-Oct",0,0,0,0,0,0,0,0,0,7.03497838973999,-999,0,0,0,0,2.72866368293762,18.7131652832031,0,0,0,0,0,0,5.28876256942749,0,0,0,0,2.37682723999023,0,0,0,0,6.29572820663452,0,0,24.7693710327148,
"17-Oct",0,0,0,0,0,0,0,0,0,0,0,13.7132558822632,0,0,0,8.29625129699707,0,0,0,0,9.02285861968994,0,8.41949462890625,14.608528137207,0,0,0,0,0,0,0,0,4.87780618667603,7.95131158828735,0,0,0,
"18-Oct",0,0,0,0,0,0,0,0,0,0,0,2.24948406219482,5.55556774139404,0,4.69858169555664,0,0,0,0,0,0,0,0,3.15701985359192,0,0,0,10.8406057357788,5.99623489379883,0,0,0,11.9326162338257,0,0,0,7.38713598251343,
"19-Oct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12211132049561,0,0,0,0,0,0,0,0,0,0,0,4.28904151916504,0,0,0,3.73178601264954,0,0,0,0,
"20-Oct",0,0,0,0,0,0,0,0,4.32939147949219,0,0,0,0,0,2.49551296234131,0,6.96587085723877,0,0,0,28.773229598999,0,0,2.23111248016357,0,0,0,13.6355047225952,8.32855892181396,3.54154396057129,0,0,0,0,0,0,10.5289297103882,
"21-Oct",0,0,0,0,0,0,0,0,0,0,0,0,0,5.16235828399658,0.950486958026886,0,7.55013942718506,0,0,0,0,3.58634042739868,0,12.328052520752,0,0,0,14.5389842987061,3.32075333595276,8.55127334594727,0,0,13.1483421325684,0,0,0,5.78007555007935,
"22-Oct",0,0,0,0,0,0,0,0,0,0,0,0,0,8.04162502288818,0,0,13.9675559997559,0,0,0,5.21879529953003,0,0,13.3268423080444,0,0,0,0,0,0,0,0,33.6108283996582,0,0,0,7.95448637008667,
"23-Oct",0,-999,0,0,0,0,0,0,0,0,0,0,0,1.22332084178925,0,0,7.82186841964722,0,0,0,9.27084636688232,0,0,9.17461395263672,0,0,0,0,0,0,0,0,4.35801982879639,0,0,7.31109428405762,0,
"24-Oct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66115045547485,0,0,15.2299547195435,3.15497946739197,0,0,13.3355836868286,0,0,0,0,8.90849685668945,0,0,0,20.0341243743896,
"25-Oct",0,0,-999,0,0,0,0,0,0,0,0,0,10.7406272888184,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57587480545044,0,0,0,0,0,9.6639232635498,0,0,0,6.52498531341553,
"26-Oct",0,0,-999,0,0,0,0,0,0,0,0,0,17.8680381774902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35358285903931,0,0,0,0,0,0,0,0,0,
"27-Oct",0,0,0,0,0,0,0,0,0,0,0,2.56465172767639,0,0,0,0,0,0,0,0,0,0,0,3.82863807678223,0,0,0,0,0,0,0,0,0,0,0,0,0,
"28-Oct",0,-999,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,3.99631237983704,0,0,0,0,0,0,0,0,0,
"29-Oct",0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95576107501984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"30-Oct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63460969924927,0,0,0,0,0,0,0,0,0,0,0,0,9.22407054901123,0,0,0,0,
"31-Oct",0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,1.77605378627777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52079772949219,0,0,0,0,0,0,0,
"1-Nov",0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"2-Nov",-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55404233932495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"3-Nov",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02956295013428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"4-Nov",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"5-Nov",0,0,0,-999,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.92591905593872,0,0,0,0,0,0,0,
"6-Nov",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"7-Nov",0,-999,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
